Product,Name,Rating,CommentHead,Comment,Date
apple-iphone-12-white-128-gb,Flipkart Customer,5,Classy product,Best phone in this price,4 months ago
apple-iphone-12-white-128-gb,DV GOPI,5,Great product,Good condition,4 months ago
apple-iphone-12-white-128-gb,Saurav Raj,4,Really Nice,Big billion days awesome 😍,4 months ago
apple-iphone-12-white-128-gb,mariappan T,5,Classy product,Good,4 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,4,Delightful,Good,4 months ago
apple-iphone-12-white-128-gb,Vineet,5,Brilliant,Best phone I have ever purchased💯💯,4 months ago
apple-iphone-12-white-128-gb,Shoaib mirza,5,Fabulous!,Great product,4 months ago
apple-iphone-12-white-128-gb,Murali Vuta,5,Perfect product!,I loved iPhone 12 that was awesome,4 months ago
apple-iphone-12-white-128-gb,ANOOP GUPTA,5,Classy product,Nice phone,4 months ago
apple-iphone-12-white-128-gb,Deepak  Sikdar,5,Just wow!,Very good,4 months ago
apple-iphone-12-white-128-gb,Asis Kumar Mahakhud,3,Does the job,Good one my first I phone,4 months ago
apple-iphone-12-white-128-gb,Gaurav Mehrotra,5,Super!,"Iphone 12 at 50k (after discounts) is a great deal that synchronises perfectly with my mac. The only cons are battery and face id ehich does not act with face mask during pandemic time. The screen refresh cud hv been better. The camera is fantabulous, smooth smooth processing and features are gud . First time shift to Iphone…",4 months ago
apple-iphone-12-white-128-gb,Vivek Anand A,5,Simply awesome,"When compared to Xr, has extended battery life and  less weight . Good upgrade from Xr, as iphone 12 is 5G compatible.",4 months ago
apple-iphone-12-white-128-gb,Siva  Prasad,4,Good quality product,"Pros:Light weight.Premium looks and body.Big screen.Vibrant display.Excellent performance with 14 bionic chip, high resolution games work in butter smooth.Cons:Camera not as expected, especially front cam.Felt face unlocking but lag.Similar face can unlock the phone.",4 months ago
apple-iphone-12-white-128-gb,Mehadi  Khan,5,Worth every penny,Just go for itI purchased 128 gb purple colour The phone is beast,4 months ago
apple-iphone-12-white-128-gb,Anuj Jaiswal,5,Classy product,Good one .. Excellent deal we find in flipkart .Thanks filpkart and seller .,4 months ago
apple-iphone-12-white-128-gb,Hem kumar,5,Must buy!,Superb mobile.,4 months ago
apple-iphone-12-white-128-gb,Anand Das,5,Best in the market!,Very fast,4 months ago
apple-iphone-12-white-128-gb,Rakesh  Redhu,5,Just wow!,Great phone with full day long lasting battery and great camera(specially night mode).,4 months ago
apple-iphone-12-white-128-gb,Rohit Kumar,5,Awesome,Loved it,4 months ago
apple-iphone-12-white-128-gb,Deepak  Keshwani ,5,Simply awesome,I have purchased I phone12 21/2021 and I am receiving original product from Flipkart Thaks,4 months ago
apple-iphone-12-white-128-gb,Shivachandran GR,3,Fair,Battery is not up to the mark,4 months ago
apple-iphone-12-white-128-gb,Mohammed Shujath,5,Fabulous!,Got this phone for good price.,4 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Fabulous!,Best product,4 months ago
apple-iphone-12-white-128-gb,paresh  chauhan,4,Delightful,Like booster.....,4 months ago
apple-iphone-12-white-128-gb,Saniya  Gulam Moh Kureshi,5,Perfect product!,Nice,4 months ago
apple-iphone-12-white-128-gb,Satendra Kumar,5,Fabulous!,Best under 50k,4 months ago
apple-iphone-12-white-128-gb,Kmandir,5,Awesome,Best velue for money's,2 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,4,Really Nice,Good,2 months ago
apple-iphone-12-white-128-gb,Prudhvi Raj,5,Terrific purchase,Loved It ❤️,2 months ago
apple-iphone-12-white-128-gb,Rahul Singh,4,Very Good,Superbbb...,2 months ago
apple-iphone-12-white-128-gb,Himani Tijare,1,Utterly Disappointed,Very poor battery,2 months ago
apple-iphone-12-white-128-gb,Aryan Sarkar,5,Terrific purchase,Good product,2 months ago
apple-iphone-12-white-128-gb,Rajesh Kanna Ankam,5,Brilliant,Awesome mobile at awesome price,2 months ago
apple-iphone-12-white-128-gb,Ankur raina Raina,5,Brilliant,Excellent,2 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,3,Nice,"Started showing problems, not getting connected to wifi and on silent mode only even after doing all settings, don't know how many technical challenges I need to face more... It just 25 days I have brought this, and it's not expected from iphone, after doing that much investment in it. Can't replace because 7 days are over now, was busy in my office work so couldn't get chance to look at this in those 7 days, didn't expect this from iphone, just feeling bad...",2 months ago
apple-iphone-12-white-128-gb,Vamshi,5,Brilliant,Fantastic product ultimate performance,2 months ago
apple-iphone-12-white-128-gb,Supreeti mishra Mishr,5,Classy product,Its very nice,2 months ago
apple-iphone-12-white-128-gb,SHINEMON Arun,5,Terrific,Osm product,2 months ago
apple-iphone-12-white-128-gb,Vignesh,5,Super!,My 1st iOS device  battery health is only negative point of this device,2 months ago
apple-iphone-12-white-128-gb,ravi singh tomar,3,Does the job,Ui is really boring. Such a overhyped phone.,2 months ago
apple-iphone-12-white-128-gb,Selvakumar  Mani,5,Awesome,Awesome,2 months ago
apple-iphone-12-white-128-gb,Mohammad Ismail,5,Highly recommended,Great phone,2 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Great product,Good O like it .very comfort,2 months ago
apple-iphone-12-white-128-gb,Venkata  SRINIVASA ,5,Super!,Excellent working,2 months ago
apple-iphone-12-white-128-gb,Rahul Akote,5,Best in the market!,Superb,2 months ago
apple-iphone-12-white-128-gb,Dev Kumar,5,Perfect product!,IPHONE is very unique,2 months ago
apple-iphone-12-white-128-gb,Gautam  Jain,4,Good quality product,"Absolutely nice product, loved the sound quality",2 months ago
apple-iphone-12-white-128-gb,Anthony raju,5,Wonderful,I really loved it and thank you flipkart,2 months ago
apple-iphone-12-white-128-gb,Tushar Gupta,3,Good,"Apple has an edge over other brands when it comes to software quality,  performance,  response and build quality. For all other features like Camera,  Memory,  features like fingerprint lock system, and app store support from almost all companies Android stands out clearly.I have personally used Galaxy Note9, Note 10, Note 20 Ultra, Z Flip 3.. and Iphone12 is my first iphone but all galaxy phones are better when Camera, battery and memory is compared.But ios response is way better",2 months ago
apple-iphone-12-white-128-gb,Rathod Sandip,5,Just wow!,Amazing experience,2 months ago
apple-iphone-12-white-128-gb,Deepak  Vaishnav,5,Super!,I love iPhone,2 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Classy product,Perfect piece delivered same as an apple store,2 months ago
apple-iphone-12-white-128-gb,Vasim  Inamdar,5,Awesome,It’s faster to use then XR and 11 and equally faster like 13. Bought it for 65k with HDFC offer of 5k on top of it. So it’s worth the price.,2 months ago
apple-iphone-12-white-128-gb,Golukonda Lokesh,5,Simply awesome,Camera is good display is awesome❤️,2 months ago
apple-iphone-12-white-128-gb,Ranjan kumar,5,Perfect product!,It’s amazing phone,2 months ago
apple-iphone-12-white-128-gb,Keerthi prakashraj,5,Classy product,The best mid range and beast performance osm camera,2 months ago
apple-iphone-12-white-128-gb,Vijay Kanth,5,Just wow!,Mobile super iphone 12 red my favourite colour,4 months ago
apple-iphone-12-white-128-gb,Sagar Chaudhary,5,Terrific,Great picture quality ! Battery backup is quite good Loved this ❤️,4 months ago
apple-iphone-12-white-128-gb,shashank maheshwari,5,Simply awesome,Great phone,4 months ago
apple-iphone-12-white-128-gb,KRISHAN GOPAL  Triphati ,5,Simply awesome,Very Very nice 👌,4 months ago
apple-iphone-12-white-128-gb,Subhadeb Chatterjee,5,Great product,No 1 as always,4 months ago
apple-iphone-12-white-128-gb,Ganeshsing Chavan,5,Mind-blowing purchase,Perfect mobile,4 months ago
apple-iphone-12-white-128-gb,Hidayat  Pathan,5,Wonderful,Awesome,4 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Terrific,"Worth waiting untill Flipkart big bang sale, bought with affordable price",4 months ago
apple-iphone-12-white-128-gb,Sudeep Bhavsar,5,Super!,Thanks flipkpart for this offee...Happy with mobile.,4 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Super!,Nice 46000,4 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Classy product,"Product is good,  no issues about product",2 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Fabulous!,Awesome phone. If we use once we love it..,2 months ago
apple-iphone-12-white-128-gb,Punit chandra,5,Terrific,"I got this phone in diwali sale at around 47999 , and also exchange my old iPhone 6s for around 6k so it total cost me around 40k after bank offer also and at this price it is the best smart phone u could get special after upgrading from 6s this is best at this price in camera , battry and look Great deal from Flipkart but delivery was not so good . But this product at this price overcome all the delivery experience of my. Thanks 👍",2 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Best in the market!,Great Product,2 months ago
apple-iphone-12-white-128-gb,shyam mangal,5,Terrific,Amazing,2 months ago
apple-iphone-12-white-128-gb,Shivam Kumar,5,Highly recommended,Awesome product.,2 months ago
apple-iphone-12-white-128-gb,Kamil  Siddiqui,5,Classy product,Camera quality is superb 😍,2 months ago
apple-iphone-12-white-128-gb,Pritpal  Singh,4,Really Nice,Loved its wide angle😈,2 months ago
apple-iphone-12-white-128-gb,Raj verma,5,Must buy!,Awesome disign...,2 months ago
apple-iphone-12-white-128-gb,Shweta Ahlawat,1,Terrible product,Iphone doesn't keep call records for more than 100 calls. 128 gb phone and they are saving memory by doing this. What's the point. Also its hard to transfer data from previous Android to iphoneIt has poor wifi connectivity. Can leave wifi signal frequently.Poor sim card 4G data providers. Doesn't give good internet speed.Cost is too much when compared to so less functions.Calculator app is too basic and could have been more friendly. You cant edit the counting if in long calculation u ty...,2 months ago
apple-iphone-12-white-128-gb,Rudra,5,Worth every penny,Its a wow feeling while using it.,4 months ago
apple-iphone-12-white-128-gb,Saurabh Sharma,5,Just wow!,Next Day Delivery by Flip kart. Awesome Product by Apple. Loved It.,4 months ago
apple-iphone-12-white-128-gb,Karthiga Selvamani,5,Wonderful,Excellent,4 months ago
apple-iphone-12-white-128-gb,SR Electricals ,4,Nice product,Good for the touchpad and display Camera and video need more clarity for this much amount.,4 months ago
apple-iphone-12-white-128-gb,Vamsi  Krishna ,4,Good quality product,Product was excellent but I have ordered on 5oct and they told me the delivery will be on 15oct but deliver was done on 25oct that was very bad so please try to improve to delivery on time and phone was just OSM,4 months ago
apple-iphone-12-white-128-gb,Yokesh Austin,3,Nice,Very good product love it ❤️😘#thanksfilpkart❤️,4 months ago
apple-iphone-12-white-128-gb,krunal patel,3,Decent product,"Battery capacity low, half day for hard core phone user. Heating will playing game so no meaning  of powerful processors. Network signal is low compare to android. 3 star only for privacy. ios is way behind android in term of features.",2 months ago
apple-iphone-12-white-128-gb,Rajkamal kushwaha,5,Wonderful,I love it,2 months ago
apple-iphone-12-white-128-gb,sumanth manthri,5,Super!,Excellent…no competition for iPhone,2 months ago
apple-iphone-12-white-128-gb,Sreekanth,5,Brilliant,It is very good product and good battery life,2 months ago
apple-iphone-12-white-128-gb,Vipul Sharma,5,Terrific,Good,2 months ago
apple-iphone-12-white-128-gb,MADHUR MAKWANA,5,Mind-blowing purchase,"Its an excellent phone and performs way better than many Android phones out there. Just go for it, you won't regret. Also iphones usually last longer and gives you better return in exchange offers.  I am loving it and looking to hold on to it for atleast 3 years easily.",2 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,1,Did not meet expectations,Worst,2 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,4,Worth the money,"If you switch from android to iPhone , you definitely going to miss the android battery, performance wise great phone",2 months ago
apple-iphone-12-white-128-gb,Sandeep Kaur,5,Excellent,Better,2 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Must buy!,Nice product can purchase without hegitation,2 months ago
apple-iphone-12-white-128-gb,Neha,4,Value-for-money,Value for money  😌,2 months ago
apple-iphone-12-white-128-gb,Dev Jayswal,5,Must buy!,Just Loved it. The smooth performance and fast processing is just awesome,2 months ago
apple-iphone-12-white-128-gb,NITIN  Kumar,3,Decent product,Colour 👍,2 months ago
apple-iphone-12-white-128-gb,navin arora,5,Excellent,Amazing Phone 📱,2 months ago
apple-iphone-12-white-128-gb,Anwesh Kumar Nayak,5,Excellent,Overall it’s a good experience and tough to move from android to iOS but I just loved this mobile. The performance is excellent.Camera is good but if you zoom in then it’s average.Little disappointed with it’s battery 2800 mAh but it’s fine not that good and not that bad. Anyways it’s an iPhone I don’t think I should tell more 🥰 Go for it.,2 months ago
apple-iphone-12-white-128-gb,Ayan Khan,5,Just wow!,Very nice,2 months ago
apple-iphone-12-white-128-gb,Gurpreet Dhaliwal,5,Worth every penny,Good,2 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Brilliant,"Good quality phone, got a good deal on Flipkart sale, was delivered in time, no complaints",2 months ago
apple-iphone-12-white-128-gb,Pothapi  Krishna ,5,Awesome,Very beautiful Phone,2 months ago
apple-iphone-12-white-128-gb,Abhishek Samaria,5,Wonderful,Nothing can beat manufacturing quality of iPhone.,2 months ago
apple-iphone-12-white-128-gb,Pankaj Kumar,5,Fabulous!,Loved it 😍,2 months ago
apple-iphone-12-white-128-gb,Katteppagari Naraharinath teddy,5,Highly recommended,Good,2 months ago
apple-iphone-12-white-128-gb,Jatin Ghai,5,Fabulous!,Amazing phone and thanks Flipkart for on time delivery.,2 months ago
apple-iphone-12-white-128-gb,Anupam Das,3,Just okay,Battery performance not satisfied,2 months ago
apple-iphone-12-white-128-gb,nizamulla sharieff,5,Perfect product!,"Pros-1.Battery - not excellent but good backup - not as usual previous iphone models2.Camera - Amazing quality! one of the features that turned me from Android to apple user3.Easy to adapt User interface - all android users can easily adapt to iOS, so go for it and do not hesitate if this is stopping u become an apple userCons-1.iCloud storage comes with only 5GB - this is too less, however if u need to expand then u will have to pay and upgrade to iCloud+",2 months ago
apple-iphone-12-white-128-gb,Ankit Singhal,5,Terrific purchase,Perfect phone,2 months ago
apple-iphone-12-white-128-gb,Nishan Sadh,5,Terrific,Amazing,2 months ago
apple-iphone-12-white-128-gb,Sona Randhawa,5,Fabulous!,Super phone,2 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Terrific purchase,This red is lit ♥️🍷,2 months ago
apple-iphone-12-white-128-gb,Sai Akash,5,Best in the market!,Value for the Money. Deal breaker from Apple. 1. Battery backup is good. 2. Camera is Awesome. 3. Performance is great.4. iOS is always great(subjective). 5. Display is outstanding.,2 months ago
apple-iphone-12-white-128-gb,Prince Verma,5,Great product,Awesome with discounts,4 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,3,Nice,iPhone 12 is of great quality but disappointed with so late delivery of product.,4 months ago
apple-iphone-12-white-128-gb,Faisal Iqbal,5,Terrific,Don’t think much if you’re looking for best mobile phone in this price range go for it.,4 months ago
apple-iphone-12-white-128-gb,Sooraj Sukumaran,4,Wonderful,Apple is apple,4 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Wonderful,Really awesome to use. The camera was good and battery was too good.,4 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Worth every penny,I just loved the product but hate this flipkart service,4 months ago
apple-iphone-12-white-128-gb,Sauradip Sarkar,5,Excellent,"I have used the device for 2 days now , after holding it and using you will fill it why they charge you so much for a mobile.. you will feel the premium after holding the device in the hand..No complains or disappointments i have. It was a dream using an apple device and the dream come true😍😋",4 months ago
apple-iphone-12-white-128-gb,Nandit Gupta,5,Wonderful,"Review after 3 weeks of usage1. Got this at an amazing price in the Flipkart big billion days sale2. For new iPhone users - buy the charger alongside, there’s a type c cable in the box and not the regular usb3. Amazing camera - beats pretty much everyone out there 4. Battery - last full day with moderate to heavy usage, apple charger is quite quick5. Overall I will rate it as a very good purchase",4 months ago
apple-iphone-12-white-128-gb,Bapi  Roy,5,Just wow!,Awesome,4 months ago
apple-iphone-12-white-128-gb,Chanderkant Kaushik,5,Mind-blowing purchase,Would suggest to go apple 11 instead of apple 12 due to screen size. Rest all arre good.,4 months ago
apple-iphone-12-white-128-gb,Furkan Ali,5,Fabulous!,light weight 👍one hand control👍smooth 👍performance 👌battery👌video playback👍,4 months ago
apple-iphone-12-white-128-gb,Ram Sudhan,5,Mind-blowing purchase,This is my first iPhone. 22 days experience amazing mobile.,4 months ago
apple-iphone-12-white-128-gb,sandip  mandal,5,Terrific purchase,"Upgraded android to IOs. I am happy with apple Iphone 12. Camera , specially video quality is awesome. Performance is mind blowing.Everything are fantastic but battery would be quite better . Running 12-14 hr with full charge ( Using heavy , but not gaming )",4 months ago
apple-iphone-12-white-128-gb,prince kumar,5,Classy product,best apple mobile in this price rangee,2 months ago
apple-iphone-12-white-128-gb,Chandan  Das,5,Simply awesome,Easy to handle and secured also maintain standards,2 months ago
apple-iphone-12-white-128-gb,lucky Sandhu,5,Mind-blowing purchase,Loved it and thankyou flipkart for delivering genuine product ❤️❤️,2 months ago
apple-iphone-12-white-128-gb,salman Ali,5,Excellent,It’s amazing 🤩,2 months ago
apple-iphone-12-white-128-gb,Venkata Satya Siva S Narendra,5,Best in the market!,Every penny you spend looks to be worthy..!!!,2 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Worth every penny,Awesome,2 months ago
apple-iphone-12-white-128-gb,Venu  Chityala,4,Really Nice,Good,2 months ago
apple-iphone-12-white-128-gb,karun kumar,4,Very Good,Affordable price segment. Just go for it,2 months ago
apple-iphone-12-white-128-gb,vishnu madanan,5,Best in the market!,Nice product😍🥰 loved it,2 months ago
apple-iphone-12-white-128-gb,Naman jain,5,Classy product,the phone in better in All i love it,2 months ago
apple-iphone-12-white-128-gb,Sahil  AKHTAR,1,Horrible,Touch screen not working 😤😤,2 months ago
apple-iphone-12-white-128-gb,Hammad Alam,5,Highly recommended,Unbelievable performance....I became now iphone lover too....excellent,2 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,4,Good quality product,A very good choice,2 months ago
apple-iphone-12-white-128-gb,PRAMEET NANDA,5,Terrific purchase,Value for money,2 months ago
apple-iphone-12-white-128-gb,pappu,5,Best in the market!,Very good product I love it,2 months ago
apple-iphone-12-white-128-gb,Hunny Sharma,5,Super!,Super,2 months ago
apple-iphone-12-white-128-gb,Vaishali Patel,5,Best in the market!,Best phone in all ways.. Best camera ever.Some times phone heated during charging.,2 months ago
apple-iphone-12-white-128-gb,Satish Vishwakarma,5,Fabulous!,Superb phone 👍 Apple is best phone in all segments.,2 months ago
apple-iphone-12-white-128-gb,Vivek  Gupta,5,Mind-blowing purchase,"Camera is good . Battery backup also good ,I think everything is good .",2 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Just wow!,It’s perfect one in life,2 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Simply awesome,I love this phone,4 months ago
apple-iphone-12-white-128-gb,Nikita Malkar,4,Worth the money,Nice product 👌,4 months ago
apple-iphone-12-white-128-gb,ISHITA  MANDAL,5,Wonderful,Amazing! Got it at a remarkable price,4 months ago
apple-iphone-12-white-128-gb,Dinkar Chauhan,5,Excellent,Nice as always,4 months ago
apple-iphone-12-white-128-gb,Sachin Chaudhary,2,not expected this from  apple,"Camera is so so ,battery is  average",4 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Awesome,Very nice 👍👍👍,4 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Must buy!,"Sexy iPhone 12 , superb performance, stylish and good battery back up too ….",4 months ago
apple-iphone-12-white-128-gb,Deepak  Priyadarshi ,5,Awesome,Amazing display and camera quality is top notch,4 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Just wow!,"Good product, on time delivery",4 months ago
apple-iphone-12-white-128-gb,Rafi Rt,5,Perfect product!,There is no phone like an i phone ..was android user for years,4 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Just wow!,Good,4 months ago
apple-iphone-12-white-128-gb,PIYUSH KUMAR,5,Simply awesome,Overall good,4 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Wonderful,Amazing experience with ios after changing from Android,4 months ago
apple-iphone-12-white-128-gb,Alfred Paul,1,Hated it!,Worst battery backup ever because of 5g. That's why Apple  upgraded 12 to 13 within an year.,4 months ago
apple-iphone-12-white-128-gb,Noor Khaja,2,Slightly disappointed,No battery backup on ios 15. Update,4 months ago
apple-iphone-12-white-128-gb,Jivitesh Kadam,5,Excellent,Bought at lowest price.V happy with product and delivery experience.,4 months ago
apple-iphone-12-white-128-gb,Rajender Raj,5,Terrific,Awesome….thanks flipkart,4 months ago
apple-iphone-12-white-128-gb,Tunna Sahu,5,Best in the market!,Mind blowing I phone👍👍👍,4 months ago
apple-iphone-12-white-128-gb,Vijay Kumar,5,Wonderful,Loved it.,4 months ago
apple-iphone-12-white-128-gb,vipin goyal,5,Wonderful,Ultimate product,4 months ago
apple-iphone-12-white-128-gb,Arvind chouhan,5,Awesome,Nyc phone,4 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Just wow!,Excellent mobile. Camera performance in so so good. Build quality is extreme. Worth for money 💰,4 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,2,Could be way better,Network n heating issues while charging n on call. Don’t say it’s normal as if we are using phone for the first time,4 months ago
apple-iphone-12-white-128-gb,Rajarshi Roy,5,Great product,It’s really awesome,4 months ago
apple-iphone-12-white-128-gb,Vineeth Magaji,5,Just wow!,Genuine product,4 months ago
apple-iphone-12-white-128-gb,Mohd Junaid,5,Mind-blowing purchase,"Awesome phone everything is perfect camera quality is brilliant, battery performance a little bit low compared to iPhone xr overall fantastic.. My brother gifted me the iphone on my birthday Thanks big B…..",4 months ago
apple-iphone-12-white-128-gb,Jayaprasad Jayamohan,5,Perfect product!,Excellent device. Last word of perfection,4 months ago
apple-iphone-12-white-128-gb,Saurabh Srivastava,5,Terrific purchase,Excellent performance….loved it. Nothing beats apple.,4 months ago
apple-iphone-12-white-128-gb,vijay bikas,1,Utterly Disappointed,My phone get dead after 23 days ...,4 months ago
apple-iphone-12-white-128-gb,Mohit Dakhane ,5,Mind-blowing purchase,"What else one would say about iPhones? I have switched from Android to iPhone, been using it since couple weeks and I am already loving it. Not any flaws or disadvantages noticed so far. I hope the good experience persists.",4 months ago
apple-iphone-12-white-128-gb,Piyush Khanna,5,Terrific purchase,Iphone users knows the worth of it.For others use iphone once it you will stop checking reviews.,4 months ago
apple-iphone-12-white-128-gb,Aklavya  Saini,5,Excellent,Value for money,4 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Great product,It’s premium product,4 months ago
apple-iphone-12-white-128-gb,Shailendra  kumar,5,Simply awesome,The best part is performance and CameraNo need to buy 20-30 k dslrs (without lens) after having this phone ✌️✌️,4 months ago
apple-iphone-12-white-128-gb,Kasun Bandara,5,Must buy!,Very good product,4 months ago
apple-iphone-12-white-128-gb,Nenavath Venkatesh,4,Wonderful,Very good experience,4 months ago
apple-iphone-12-white-128-gb,Magnesh dora,5,Worth every penny,Best phone for regular iphone users.,4 months ago
apple-iphone-12-white-128-gb,Shivu R Hiremath,5,Super!,The best .Worth for money.,4 months ago
apple-iphone-12-white-128-gb,Pandiya. M,5,Brilliant,Good performance 🎭😘,4 months ago
apple-iphone-12-white-128-gb,Santhosh H,4,Very Good,Absolutely Love it... Amazing Product,4 months ago
apple-iphone-12-white-128-gb,Bhoomika  Dk,5,Mind-blowing purchase,Everything in iPhone 12 is good but not at all happy with camera . Very much not satisfied with The camera quality . If u zoom the pics taken on iPhone the pixels break . Really unhappy . Battery life and everything else is good enough.. I hope for camera we get some good update,4 months ago
apple-iphone-12-white-128-gb,Ujjval Upadhyay,5,Excellent,Best in best,4 months ago
apple-iphone-12-white-128-gb,Vishu garg,5,Simply awesome,Wow,4 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Worth every penny,"Shifted from Android to ios,excellent battery backup,camera and over all performance is great",4 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,3,Good,Ok,2 months ago
apple-iphone-12-white-128-gb,Vikalp Singh,5,Brilliant,"Best at this price point for single handed use, only downside is battery life, everything else is Good",2 months ago
apple-iphone-12-white-128-gb,Ashish Kumar,5,Terrific,Just buy it or leave it.🔥🔥 When you hold this masterpiece in your hand. You say it is what it is 😂Totally worth it very good experience with Flipkart.In my word’s  I bought what I love 🥰 .  Camera:~ 10/10Battery:~7/10(based on your use’s)performance:~9/10display:~9/10Speakers:~10/10,2 months ago
apple-iphone-12-white-128-gb,Bk kumar,5,Worth every penny,Good product in this price range,2 months ago
apple-iphone-12-white-128-gb,Leela Priyanka,5,Perfect product!,Awesome,2 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Wonderful,Value for money,2 months ago
apple-iphone-12-white-128-gb,Swapnil Kumar,5,Just wow!,Lovely product by apple....just loved it ...one day delivery by Flipkart,2 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Must buy!,Very nice,2 months ago
apple-iphone-12-white-128-gb,Shivam Kashyap,5,Just wow!,Amazing Deal,2 months ago
apple-iphone-12-white-128-gb,SHIV malhotra,5,Mind-blowing purchase,Purchase it even without thinking twice..best in business,2 months ago
apple-iphone-12-white-128-gb,Nitin Gawad,5,Perfect product!,Nice,2 months ago
apple-iphone-12-white-128-gb,Vasim Rafiq Dholiya,5,Mind-blowing purchase,Very nice,2 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Classy product,Very nice,2 months ago
apple-iphone-12-white-128-gb,Renu bansal and  Associates,5,Great product,Best phone ever used.. 🤩,2 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Must buy!,Great,2 months ago
apple-iphone-12-white-128-gb,vicky Singh,5,Worth every penny,I like him,2 months ago
apple-iphone-12-white-128-gb,SRIHARSHA ,5,Brilliant,Awsome must buy,2 months ago
apple-iphone-12-white-128-gb,shaZil Ali rizvi,4,Very Good,Camera good,2 months ago
apple-iphone-12-white-128-gb,Sanjay  Naik,4,Worth the money,Nice phone.,2 months ago
apple-iphone-12-white-128-gb,Salman Ansari,5,Terrific,After two month review Super product Not any problem,2 months ago
apple-iphone-12-white-128-gb,Shailendra Kumar,5,Wonderful,Very good product 10/10 I have been using my phone since May 2017 I have changed after iPhone 5s to iPhone 12,4 months ago
apple-iphone-12-white-128-gb,Vatsalkp707 Patel,1,Absolute rubbish!,"Totaly heat phone , not good work",4 months ago
apple-iphone-12-white-128-gb,Amit Kumar Shaw,5,Classy product,Excellent,4 months ago
apple-iphone-12-white-128-gb,Hitesh Wadhwa,5,Brilliant,Nice phone display is smooth worth for price,4 months ago
apple-iphone-12-white-128-gb,Gopal Sharma,4,Pretty good,Battery life is not as good as expected but it works for enough time. Camera is crazy great. maybe the best smartphone in 2021.,2 months ago
apple-iphone-12-white-128-gb,Sharath  Nair,5,Terrific purchase,Best camera and display u can get in this budget . Handy and compact tooBut the battery seems disappointing If you have budget of 65-70 go for I phone 13Else this is worth a buy,2 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,4,Value-for-money,Gr8 product little bit battery issue.😇😇😁😁,2 months ago
apple-iphone-12-white-128-gb,Suman Sundaray,5,Super!,Best phone Until my life. Love it,4 months ago
apple-iphone-12-white-128-gb,Ajeet kumar  Keshri ,5,Best in the market!,Nice amazing  beautiful product,4 months ago
apple-iphone-12-white-128-gb,AVINASH  PATHAK,5,Just wow!,Upgrade from android to apple ecosystem it make a way forward n truly a good experience every aspect,4 months ago
apple-iphone-12-white-128-gb,sajan khurana,5,Fabulous!,Mindblowing Price And quality,4 months ago
apple-iphone-12-white-128-gb,Arpan Guria,5,Super!,"It’s a really great phone. I’m a first time iPhone User, and TBH, it’s so much finer than any other Android phones I’ve used. And I’ve used some great flagships, like Galaxy S7, OnePlus 7T etc. You won’t regret buying it for sure. For an Android Power User, you might feel Battery Life is a little low, and from my experience, if u r out of the house for a day, using LTE, GPS, full screen brightness the whole time, you’ll probably need to charge the phone by evening. But, using the phone 60-7...",4 months ago
apple-iphone-12-white-128-gb,Rohit Ranjan,5,Terrific purchase,Good product,4 months ago
apple-iphone-12-white-128-gb,shashank agarwal,5,Terrific purchase,Gud,4 months ago
